"m","z","X","y","outlier","condition","task","type","participant","rounds"
"apr",2051,110.41908,231.5237,0,"tr","crazy","control","Co10","both"
"dec",1759,-116.082245,-174.12346,0,"tr","crazy","control","Co10","both"
"may",1690,-14.674833,231.86235,0,"tr","crazy","control","Co10","both"
"mar",2101,215.27551,383.11734,0,"tr","crazy","control","Co10","both"
"jul",1681,-43.79005,119.69277,0,"tr","crazy","control","Co10","both"
"jan",2027,63.36399,510.43234,0,"tr","crazy","control","Co10","both"
"oct",2223,447.83084,-277.964,0,"tr","crazy","control","Co10","both"
"aug",2027,165.45052,-24.64159,0,"tr","crazy","control","Co10","both"
"nov",1698,5.8977423,-109.10784,0,"tr","crazy","control","Co10","both"
"feb",2114,198.25098,407.51575,0,"tr","crazy","control","Co10","both"
"jun",1750,21.274189,185.38911,0,"tr","crazy","control","Co10","both"
"aug",1853,67.57898,-61.142902,0,"hd","month","control","Co10","both"
"may",1843,92.81967,144.0304,0,"hd","month","control","Co10","both"
"dec",2003,285.24057,-219.14827,0,"hd","month","control","Co10","both"
"oct",1936,-285.78586,-178.19595,0,"hd","month","control","Co10","both"
"apr",1863,-229.71411,229.71407,0,"hd","month","control","Co10","both"
"jul",1843,-243.25143,48.010105,0,"hd","month","control","Co10","both"
"mar",1925,234.01582,357.7099,0,"hd","month","control","Co10","both"
"jan",1915,-325.9202,375.80594,0,"hd","month","control","Co10","both"
"sep",1873,351.29984,-29.275007,0,"hd","month","control","Co10","both"
"feb",1824,0,408.63068,0,"hd","month","control","Co10","both"
"jun",1863,300.8931,3.2353606,0,"hd","month","control","Co10","both"
"nov",1873,26.022188,-178.90277,0,"hd","month","control","Co10","both"
"feb",1915,46.56008,462.2746,0,"hd","month","control","Co10","both"
"nov",1947,3.3813674,-240.0716,0,"hd","month","control","Co10","both"
"apr",1915,-262.7316,202.86867,0,"hd","month","control","Co10","both"
"oct",1992,-193.72865,-245.62025,0,"hd","month","control","Co10","both"
"jun",1904,-198.39679,82.6653,0,"hd","month","control","Co10","both"
"jan",1915,-226.1487,369.1545,0,"hd","month","control","Co10","both"
"sep",1883,310.6636,-114.45505,0,"hd","month","control","Co10","both"
"mar",1947,202.8774,388.8483,0,"hd","month","control","Co10","both"
"jul",1947,-213.02124,-64.24459,0,"hd","month","control","Co10","both"
"may",1904,79.35877,122.344666,0,"hd","month","control","Co10","both"
"aug",1894,29.60327,-121.70215,0,"hd","month","control","Co10","both"
"dec",1969,249.62323,-270.14032,0,"hd","month","control","Co10","both"
"dec",2076,360.53198,-219.92456,0,"hd","month","control","Co10","both"
"aug",1904,119.038155,42.98593,0,"hd","month","control","Co10","both"
"jan",1958,-214.22475,425.04913,0,"hd","month","control","Co10","both"
"jul",1904,-125.651276,3.306563,0,"hd","month","control","Co10","both"
"feb",1936,141.21187,400.10016,0,"hd","month","control","Co10","both"
"nov",1936,50.4328,-178.19595,0,"hd","month","control","Co10","both"
"may",1936,121.038795,110.9521,0,"hd","month","control","Co10","both"
"sep",1958,333.23853,-57.806778,0,"hd","month","control","Co10","both"
"mar",2015,286.94946,349.9383,0,"hd","month","control","Co10","both"
"jun",1958,326.43784,17.001902,0,"hd","month","control","Co10","both"
"apr",2003,-257.4122,45.22102,0,"hd","month","control","Co10","both"
"oct",1980,-299.15814,-257.89508,0,"hd","month","control","Co10","both"
"aug",1883,45.782055,-49.05215,0,"hd","month","control","Co10","both"
"feb",1925,73.54786,377.76837,0,"hd","month","control","Co10","both"
"nov",1925,36.77399,-237.35893,0,"hd","month","control","Co10","both"
"may",1904,72.745514,195.09013,0,"hd","month","control","Co10","both"
"sep",1969,290.65723,-85.48748,0,"hd","month","control","Co10","both"
"mar",1992,231.7825,356.32227,0,"hd","month","control","Co10","both"
"jul",1925,-173.84029,-76.89098,0,"hd","month","control","Co10","both"
"dec",2039,304.53152,-265.57983,0,"hd","month","control","Co10","both"
"oct",1980,-292.281,-202.87744,0,"hd","month","control","Co10","both"
"jun",1925,117.00791,-10.029288,0,"hd","month","control","Co10","both"
"jan",1958,-340.03934,377.44363,0,"hd","month","control","Co10","both"
"apr",1958,-302.63498,146.21687,0,"hd","month","control","Co10","both"
"jan",1969,-352.20813,461.63205,0,"str","month","control","Co10","both"
"may",1904,-284.36874,52.90576,0,"str","month","control","Co10","both"
"mar",1915,286.01172,276.03445,0,"str","month","control","Co10","both"
"sep",1853,154.46605,-41.834568,0,"str","month","control","Co10","both"
"feb",1894,0,444.04828,0,"str","month","control","Co10","both"
"oct",1969,-318.01315,-188.07237,0,"str","month","control","Co10","both"
"aug",1883,124.26542,140.61612,0,"str","month","control","Co10","both"
"nov",1883,-3.2701557,-134.07588,0,"str","month","control","Co10","both"
"jun",1915,-222.82297,49.8857,0,"str","month","control","Co10","both"
"dec",1992,300.9713,-197.18814,0,"str","month","control","Co10","both"
"jul",1883,228.91003,42.51182,0,"str","month","control","Co10","both"
"apr",1904,-224.84967,95.89174,0,"str","month","control","Co10","both"
"jul",1980,-288.84238,-13.754485,0,"str","month","control","Co10","both"
"jan",2003,-299.15472,462.64627,0,"str","month","control","Co10","both"
"may",1969,-270.14023,106.00434,0,"str","month","control","Co10","both"
"dec",1958,333.23853,-180.22092,0,"str","month","control","Co10","both"
"aug",1894,9.867715,-3.2892904,0,"str","month","control","Co10","both"
"jun",1894,243.4043,154.59454,0,"str","month","control","Co10","both"
"mar",1936,231.99092,379.92706,0,"str","month","control","Co10","both"
"oct",1980,-323.2284,-192.56161,0,"str","month","control","Co10","both"
"apr",1958,-275.43185,207.42393,0,"str","month","control","Co10","both"
"sep",1904,267.83575,-9.919878,0,"str","month","control","Co10","both"
"nov",1925,10.029224,-203.92813,0,"str","month","control","Co10","both"
"feb",1969,10.258464,447.95407,0,"str","month","control","Co10","both"
"may",1883,52.32237,114.455,0,"str","month","control","Co10","both"
"dec",1958,302.63504,-234.62715,0,"str","month","control","Co10","both"
"sep",1915,319.26886,-63.188698,0,"str","month","control","Co10","both"
"feb",1958,51.005898,418.24835,0,"str","month","control","Co10","both"
"jun",1936,326.13214,110.9521,0,"str","month","control","Co10","both"
"apr",2003,-253.93364,121.749,0,"str","month","control","Co10","both"
"oct",1958,-275.43185,-255.02959,0,"str","month","control","Co10","both"
"jan",2003,-219.1482,448.73206,0,"str","month","control","Co10","both"
"jul",1853,12.872222,106.19537,0,"str","month","control","Co10","both"
"mar",1969,335.11063,283.8182,0,"str","month","control","Co10","both"
"nov",1936,6.724399,-231.99089,0,"str","month","control","Co10","both"
"aug",1915,-202.86873,-56.53727,0,"str","month","control","Co10","both"
"dec",2039,276.2029,-247.8745,0,"str","month","control","Co10","both"
"sep",2003,309.5904,-52.17815,0,"str","month","control","Co10","both"
"mar",2015,283.45013,339.44016,0,"str","month","control","Co10","both"
"may",1904,42.985947,95.89174,0,"str","month","control","Co10","both"
"jan",1992,-214.48523,321.7279,0,"str","month","control","Co10","both"
"apr",1958,-200.62318,173.42004,0,"str","month","control","Co10","both"
"oct",1958,-227.82631,-234.62715,0,"str","month","control","Co10","both"
"aug",1925,83.57708,56.832363,0,"str","month","control","Co10","both"
"feb",1936,70.605995,460.61957,0,"str","month","control","Co10","both"
"jul",1925,-213.95732,-3.343128,0,"str","month","control","Co10","both"
"nov",1947,57.481956,-213.0213,0,"str","month","control","Co10","both"
"jun",1915,242.77728,182.91438,0,"str","month","control","Co10","both"
"dec",2208,233.90825,-187.89352,0,"tr","month","control","Co10","both"
"jul",1853,135.15784,16.090155,0,"tr","month","control","Co10","both"
"aug",1873,178.90271,-35.780556,0,"tr","month","control","Co10","both"
"apr",1626,-110.12897,211.78645,0,"tr","month","control","Co10","both"
"feb",1947,196.11479,280.64703,0,"tr","month","control","Co10","both"
"oct",1673,-174.3266,-165.61032,0,"tr","month","control","Co10","both"
"jan",1768,-132.02832,488.19785,0,"tr","month","control","Co10","both"
"nov",1936,114.31439,-174.83372,0,"tr","month","control","Co10","both"
"may",1915,146.33159,116.40006,0,"tr","month","control","Co10","both"
"sep",2167,301.06854,-41.39694,0,"tr","month","control","Co10","both"
"jun",2088,261.08356,105.15859,0,"tr","month","control","Co10","both"
"apr",1690,-228.92737,231.86235,0,"tr","month","control","Co10","both"
"jan",1732,-234.6167,514.352,0,"tr","month","control","Co10","both"
"jul",1681,-201.43422,43.79001,0,"tr","month","control","Co10","both"
"may",1843,121.62569,208.04396,0,"tr","month","control","Co10","both"
"aug",1833,108.23259,-35.016422,0,"tr","month","control","Co10","both"
"dec",2140,260.15265,-278.7351,0,"tr","month","control","Co10","both"
"feb",1915,119.725876,458.94888,0,"tr","month","control","Co10","both"
"sep",2127,354.61353,-114.510635,0,"tr","month","control","Co10","both"
"jun",1741,-57.447186,-21.16478,0,"tr","month","control","Co10","both"
"oct",1690,-117.39867,-243.6023,0,"tr","month","control","Co10","both"
"mar",2167,301.06854,297.30515,0,"tr","month","control","Co10","both"
"nov",1883,94.834206,-179.85794,0,"tr","month","control","Co10","both"
"nov",1980,82.52645,-189.12306,0,"tr","month","control","Co10","both"
"mar",2208,230.0736,318.26843,0,"tr","month","control","Co10","both"
"aug",1969,102.5849,-85.48748,0,"tr","month","control","Co10","both"
"apr",1768,-144.31001,248.70454,0,"tr","month","control","Co10","both"
"jul",1690,-96.853874,-32.284645,0,"tr","month","control","Co10","both"
"may",2003,149.57733,142.62024,0,"tr","month","control","Co10","both"
"dec",2281,308.98422,-249.56425,0,"tr","month","control","Co10","both"
"jun",2194,312.44025,167.6508,0,"tr","month","control","Co10","both"
"sep",2181,325.73972,-64.39049,0,"tr","month","control","Co10","both"
"jan",1795,-255.61992,433.307,0,"tr","month","control","Co10","both"
"oct",1759,-119.137054,-180.23305,0,"tr","month","control","Co10","both"
"feb",2088,155.92485,409.75604,0,"tr","month","control","Co10","both"
"sep",2127,273.3479,-18.469484,0,"tr","month","control","Co10","both"
"apr",2167,270.9617,176.8777,0,"tr","month","control","Co10","both"
"may",1980,123.78967,168.49138,0,"tr","month","control","Co10","both"
"mar",2252,293.323,269.85712,0,"tr","month","control","Co10","both"
"jul",2181,227.2602,102.267044,0,"tr","month","control","Co10","both"
"jan",1777,-117.27013,422.78976,0,"tr","month","control","Co10","both"
"oct",1777,-111.09805,-200.5937,0,"tr","month","control","Co10","both"
"aug",1969,143.61888,-10.258529,0,"tr","month","control","Co10","both"
"nov",1958,115.61343,-197.22281,0,"tr","month","control","Co10","both"
"feb",1958,115.61343,452.25232,0,"tr","month","control","Co10","both"
"aug",1690,293.49667,-14.674861,0,"hd","crazy","control","Co2","both"
"may",1698,-44.2329,227.06221,0,"hd","crazy","control","Co2","both"
"dec",1690,202.51274,-225.99251,0,"hd","crazy","control","Co2","both"
"oct",1611,394.48563,-125.89973,0,"hd","crazy","control","Co2","both"
"apr",1863,220.00786,64.70818,0,"hd","crazy","control","Co2","both"
"jul",1915,-79.817184,129.70293,0,"hd","crazy","control","Co2","both"
"mar",1759,94.69877,226.0549,0,"hd","crazy","control","Co2","both"
"jan",1673,95.87961,334.12595,0,"hd","crazy","control","Co2","both"
"sep",1596,388.0408,169.07487,0,"hd","crazy","control","Co2","both"
"feb",1723,176.54437,362.06543,0,"hd","crazy","control","Co2","both"
"jun",1915,-9.977124,189.56581,0,"hd","crazy","control","Co2","both"
"nov",1525,-5.296803,-129.77248,0,"hd","crazy","control","Co2","both"
"feb",1715,244.22745,348.4708,0,"hd","crazy","control","Co2","both"
"nov",1539,85.52738,-152.34566,0,"hd","crazy","control","Co2","both"
"apr",1681,382.43317,160.56349,0,"hd","crazy","control","Co2","both"
"oct",1596,493.36612,-108.09709,0,"hd","crazy","control","Co2","both"
"jun",1814,63.006264,204.77036,0,"hd","crazy","control","Co2","both"
"jan",1618,126.4467,390.5798,0,"hd","crazy","control","Co2","both"
"sep",1553,382.98016,213.0664,0,"hd","crazy","control","Co2","both"
"mar",1596,119.18394,291.0306,0,"hd","crazy","control","Co2","both"
"jul",1804,-68.92479,134.71666,0,"hd","crazy","control","Co2","both"
"may",1634,-42.5657,303.6353,0,"hd","crazy","control","Co2","both"
"aug",1649,343.65158,25.773846,0,"hd","crazy","control","Co2","both"
"dec",1741,169.31812,-148.15337,0,"hd","crazy","control","Co2","both"
"dec",1723,233.39755,-140.63708,0,"hd","crazy","control","Co2","both"
"aug",1723,317.1814,38.89956,0,"hd","crazy","control","Co2","both"
"jan",1690,173.16307,296.4316,0,"hd","crazy","control","Co2","both"
"jul",2015,-10.498123,115.47959,0,"hd","crazy","control","Co2","both"
"feb",1732,240.63252,388.01993,0,"hd","crazy","control","Co2","both"
"nov",1589,-11.038242,-113.142105,0,"hd","crazy","control","Co2","both"
"may",1698,61.926125,232.95993,0,"hd","crazy","control","Co2","both"
"sep",1634,425.65698,122.02164,0,"hd","crazy","control","Co2","both"
"mar",1698,138.59644,232.95993,0,"hd","crazy","control","Co2","both"
"jun",1894,23.024752,187.48701,0,"hd","crazy","control","Co2","both"
"apr",1804,288.2311,159.78026,0,"hd","crazy","control","Co2","both"
"oct",1657,460.42505,-31.654234,0,"hd","crazy","control","Co2","both"
"aug",1741,377.94208,3.0234904,0,"hd","crazy","control","Co2","both"
"feb",1824,269.2528,427.63678,0,"hd","crazy","control","Co2","both"
"nov",1634,107.833084,-99.31999,0,"hd","crazy","control","Co2","both"
"may",1673,145.27217,200.47556,0,"hd","crazy","control","Co2","both"
"sep",1673,467.77643,119.123146,0,"hd","crazy","control","Co2","both"
"mar",1657,198.55835,267.62207,0,"hd","crazy","control","Co2","both"
"jul",1883,-16.350716,140.61612,0,"hd","crazy","control","Co2","both"
"dec",1732,255.67206,-93.24515,0,"hd","crazy","control","Co2","both"
"oct",1657,460.42505,-60.430855,0,"hd","crazy","control","Co2","both"
"jun",1853,57.924755,234.91711,0,"hd","crazy","control","Co2","both"
"jan",1626,211.7865,347.32983,0,"hd","crazy","control","Co2","both"
"apr",1750,352.5434,130.68413,0,"hd","crazy","control","Co2","both"
"jan",1804,-266.30048,316.42758,0,"str","crazy","control","Co2","both"
"may",1883,-421.84848,179.85785,0,"str","crazy","control","Co2","both"
"mar",1750,-282.6425,276.56415,0,"str","crazy","control","Co2","both"
"sep",1519,-129.26183,203.12573,0,"str","crazy","control","Co2","both"
"feb",1768,-276.3384,346.9582,0,"str","crazy","control","Co2","both"
"oct",1512,-97.15605,-13.129225,0,"str","crazy","control","Co2","both"
"aug",1741,-226.76524,51.400074,0,"str","crazy","control","Co2","both"
"nov",1750,-471.07083,-154.99757,0,"str","crazy","control","Co2","both"
"jun",1804,-303.89578,184.84381,0,"str","crazy","control","Co2","both"
"dec",1759,-305.47968,-137.46594,0,"str","crazy","control","Co2","both"
"jul",1904,-436.4729,69.43886,0,"str","crazy","control","Co2","both"
"apr",1750,-121.566666,154.99748,0,"str","crazy","control","Co2","both"
"jul",2003,-281.76202,121.749,0,"str","crazy","control","Co2","both"
"jan",1690,-220.1225,331.6512,0,"str","crazy","control","Co2","both"
"may",1936,-379.92706,225.26648,0,"str","crazy","control","Co2","both"
"dec",1690,-184.90288,-179.033,0,"str","crazy","control","Co2","both"
"aug",1553,-115.97284,2.6970022,0,"str","crazy","control","Co2","both"
"jun",1915,-289.3373,189.56581,0,"str","crazy","control","Co2","both"
"mar",1626,-208.96266,276.73434,0,"str","crazy","control","Co2","both"
"oct",1473,-81.85949,-38.37165,0,"str","crazy","control","Co2","both"
"apr",1777,-145.04463,169.73308,0,"str","crazy","control","Co2","both"
"sep",1437,-79.85885,137.25743,0,"str","crazy","control","Co2","both"
"nov",1706,-379.2324,-127.3984,0,"str","crazy","control","Co2","both"
"feb",1581,-151.01184,370.66544,0,"str","crazy","control","Co2","both"
"may",1925,-344.33755,190.55571,0,"str","crazy","control","Co2","both"
"dec",1723,-185.52112,-170.55981,0,"str","crazy","control","Co2","both"
"sep",1425,-71.76774,160.85873,0,"str","crazy","control","Co2","both"
"feb",1732,-195.51393,333.87762,0,"str","crazy","control","Co2","both"
"jun",1969,-249.62323,194.91127,0,"str","crazy","control","Co2","both"
"apr",1759,-94.69871,155.79462,0,"str","crazy","control","Co2","both"
"oct",1480,-33.41345,-23.132414,0,"str","crazy","control","Co2","both"
"jan",1665,-245.78174,396.14233,0,"str","crazy","control","Co2","both"
"jul",2003,-302.63324,114.79187,0,"str","crazy","control","Co2","both"
"mar",1657,-235.9678,273.37735,0,"str","crazy","control","Co2","both"
"nov",1706,-391.0834,-168.87698,0,"str","crazy","control","Co2","both"
"aug",1546,-91.28613,13.424382,0,"str","crazy","control","Co2","both"
"dec",1759,-204.67134,-137.46594,0,"str","crazy","control","Co2","both"
"sep",1512,-128.66615,186.43462,0,"str","crazy","control","Co2","both"
"mar",1768,-307.04266,267.12708,0,"str","crazy","control","Co2","both"
"may",1873,-432.61926,217.936,0,"str","crazy","control","Co2","both"
"jan",1665,-274.69724,373.00992,0,"str","crazy","control","Co2","both"
"apr",1649,-105.959206,168.96199,0,"str","crazy","control","Co2","both"
"oct",1431,-27.33688,-47.218292,0,"str","crazy","control","Co2","both"
"aug",1634,-173.10052,-14.188594,0,"str","crazy","control","Co2","both"
"feb",1690,-196.64273,366.87082,0,"str","crazy","control","Co2","both"
"jul",2003,-340.89722,135.66316,0,"str","crazy","control","Co2","both"
"nov",1681,-391.1911,-166.40224,0,"str","crazy","control","Co2","both"
"jun",1814,-198.46971,217.37158,0,"str","crazy","control","Co2","both"
"jul",1853,-424.78168,125.50366,0,"tr","crazy","control","Co2","both"
"mar",1618,-348.43088,275.37277,0,"tr","crazy","control","Co2","both"
"aug",1525,-180.09232,34.429382,0,"tr","crazy","control","Co2","both"
"feb",1596,-324.2912,352.00842,0,"tr","crazy","control","Co2","both"
"oct",1402,-136.34918,-26.782883,0,"tr","crazy","control","Co2","both"
